compound_name	normalized_name	group_label	entry_type	is_cry_toxin	source_tag	source_file	notes	source_order
Methiocarb	methiocarb	M	collected_name	0	collected_text_n			527
Methiotepa	methiotepa	M	collected_name	0	collected_text_n			528
Methocrotophos	methocrotophos	M	collected_name	0	collected_text_n			529
Methomyl	methomyl	M	collected_name	0	collected_text_n			530
Methoprene	methoprene	M	collected_name	0	collected_text_n			531
Methoxychlor	methoxychlor	M	collected_name	0	collected_text_n			532
Methoxyfenozide	methoxyfenozide	M	collected_name	0	collected_text_n			533
Methyl isothiocyanate	methyl isothiocyanate	M	collected_name	0	collected_text_n			534
Methyl jasmonate	methyl jasmonate	M	collected_name	0	collected_text_n			535
Methylacetophos	methylacetophos	M	collected_name	0	collected_text_n			536
Methyleugenol	methyleugenol	M	collected_name	0	collected_text_n			537
Metofluthrin	metofluthrin	M	collected_name	0	collected_text_n			538
Metolcarb	metolcarb	M	collected_name	0	collected_text_n			539
Metoxadiazone	metoxadiazone	M	collected_name	0	collected_text_n			540
Mevinphos	mevinphos	M	collected_name	0	collected_text_n			541
Mexacarbate	mexacarbate	M	collected_name	0	collected_text_n			542
Mipafox	mipafox	M	collected_name	0	collected_text_n			543
Mirex	mirex	M	collected_name	0	collected_text_n			544
Momfluorothrin	momfluorothrin	M	collected_name	0	collected_text_n			545
Monocrotophos	monocrotophos	M	collected_name	0	collected_text_n			546
Monounsaturated fatty acid esters	monounsaturated fatty acid esters	M	collected_name	0	collected_text_n			547
Moringa oleifera extract	moringa oleifera extract	M	collected_name	0	collected_text_n			548
Morphothion	morphothion	M	collected_name	0	collected_text_n			549
Myristyl acetate	myristyl acetate	M	collected_name	0	collected_text_n			550
Myristyl alcohol	myristyl alcohol	M	collected_name	0	collected_text_n			551
N-bromoacetamide	n-bromoacetamide	N	collected_name	0	collected_text_n			555
N-methylneodecanamide	n-methylneodecanamide	N	collected_name	0	collected_text_n			564
N-nitrosodimethylamine	n-nitrosodimethylamine	N	collected_name	0	collected_text_n			565
Naftalofos	naftalofos	N	collected_name	0	collected_text_n			552
Naled	naled	N	collected_name	0	collected_text_n			553
Nanosilver-silica composite	nanosilver-silica composite	N	collected_name	0	collected_text_n			554
Neodiprion lecontei nucleopolyhedrovirus	neodiprion lecontei nucleopolyhedrovirus	N	collected_name	0	collected_text_n			556
Neodiprion sertifer nucleopolyhedrovirus	neodiprion sertifer nucleopolyhedrovirus	N	collected_name	0	collected_text_n			557
Nepeta cataria oil	nepeta cataria oil	N	collected_name	0	collected_text_n			558
Nerolidol	nerolidol	N	collected_name	0	collected_text_n			559
Nicofluprole	nicofluprole	N	collected_name	0	collected_text_n			560
Nitenpyram	nitenpyram	N	collected_name	0	collected_text_n			561
Nithiazine	nithiazine	N	collected_name	0	collected_text_n			562
Nitrilacarb	nitrilacarb	N	collected_name	0	collected_text_n			563
Nornicotine	nornicotine	N	collected_name	0	collected_text_n			566
Novaluron	novaluron	N	collected_name	0	collected_text_n			567
Noviflumuron	noviflumuron	N	collected_name	0	collected_text_n			568
O,O'-DDT	o,o'-ddt	O	collected_name	0	collected_text_n			569
O,P'-DDT	o,p'-ddt	O	collected_name	0	collected_text_n			570
Octachlorodipropyl ether	octachlorodipropyl ether	O	collected_name	0	collected_text_n			571
Oleic acid	oleic acid	O	collected_name	0	collected_text_n			572
Omethoate	omethoate	O	collected_name	0	collected_text_n			573
Onion oil	onion oil	O	collected_name	0	collected_text_n			574
Orange oil	orange oil	O	collected_name	0	collected_text_n			575
Oregano oil	oregano oil	O	collected_name	0	collected_text_n			576
Oxamyl	oxamyl	O	collected_name	0	collected_text_n			577
Oxazosulfyl	oxazosulfyl	O	collected_name	0	collected_text_n			578
Oxydemeton-methyl	oxydemeton-methyl	O	collected_name	0	collected_text_n			579
Oxydeprofos	oxydeprofos	O	collected_name	0	collected_text_n			580
P,P'-DDT	p,p'-ddt	P	collected_name	0	collected_text_n			582
P,P-bis(aziridin-1-yl)-N-methylphosphinothioic amide	p,p-bis(aziridin-1-yl)-n-methylphosphinothioic amide	P	collected_name	0	collected_text_n			581
Paichongding	paichongding	P	collected_name	0	collected_text_n			583
Paraffin oil (CAS No. 64741-88-4)	paraffin oil (cas no. 64741-88-4)	P	collected_name	0	collected_text_n			584
Paraffin oil (CAS No. 64741-89-5)	paraffin oil (cas no. 64741-89-5)	P	collected_name	0	collected_text_n			585
Paraffin oil (CAS No. 64741-97-5)	paraffin oil (cas no. 64741-97-5)	P	collected_name	0	collected_text_n			586
Paraffin oil (CAS No. 64742-46-7)	paraffin oil (cas no. 64742-46-7)	P	collected_name	0	collected_text_n			587
Paraffin oil (CAS No. 64742-54-7)	paraffin oil (cas no. 64742-54-7)	P	collected_name	0	collected_text_n			588
Paraffin oil (CAS No. 64742-55-8)	paraffin oil (cas no. 64742-55-8)	P	collected_name	0	collected_text_n			589
Paraffin oil (CAS No. 64742-65-0)	paraffin oil (cas no. 64742-65-0)	P	collected_name	0	collected_text_n			590
Paraffin oil (CAS No. 72623-86-0)	paraffin oil (cas no. 72623-86-0)	P	collected_name	0	collected_text_n			591
Paraffin oil (CAS No. 8012-95-1)	paraffin oil (cas no. 8012-95-1)	P	collected_name	0	collected_text_n			592
Paraffin oil (CAS No. 97862-82-3)	paraffin oil (cas no. 97862-82-3)	P	collected_name	0	collected_text_n			593
Paraffin oil (CAS No: 8042-47-5)	paraffin oil (cas no: 8042-47-5)	P	collected_name	0	collected_text_n			594
Parathion-ethyl	parathion-ethyl	P	collected_name	0	collected_text_n			595
Parathion-methyl	parathion-methyl	P	collected_name	0	collected_text_n			596
Penfluron	penfluron	P	collected_name	0	collected_text_n			597
Pennyroyal oil	pennyroyal oil	P	collected_name	0	collected_text_n			598
Pentachlorophenol	pentachlorophenol	P	collected_name	0	collected_text_n			599
Peppermint oil	peppermint oil	P	collected_name	0	collected_text_n			600
Permethrin	permethrin	P	collected_name	0	collected_text_n			601
Phenkapton	phenkapton	P	collected_name	0	collected_text_n			602
Phenthoate	phenthoate	P	collected_name	0	collected_text_n			603
Phorate	phorate	P	collected_name	0	collected_text_n			604
Phosalone	phosalone	P	collected_name	0	collected_text_n			605
Phosfolan	phosfolan	P	collected_name	0	collected_text_n			606
Phosmet	phosmet	P	collected_name	0	collected_text_n			607
Phosnichlor	phosnichlor	P	collected_name	0	collected_text_n			608
Phosphamidon	phosphamidon	P	collected_name	0	collected_text_n			609
Phosphane	phosphane	P	collected_name	0	collected_text_n			610
Phoxim	phoxim	P	collected_name	0	collected_text_n			611
Pioxaniliprole	pioxaniliprole	P	collected_name	0	collected_text_n			612
Piperflanilide	piperflanilide	P	collected_name	0	collected_text_n			613
Pirimicarb	pirimicarb	P	collected_name	0	collected_text_n			614
Pirimiphos-ethyl	pirimiphos-ethyl	P	collected_name	0	collected_text_n			615
Pirimiphos-methyl	pirimiphos-methyl	P	collected_name	0	collected_text_n			616
Plifenate	plifenate	P	collected_name	0	collected_text_n			617
Potassium oleate	potassium oleate	P	collected_name	0	collected_text_n			618
Potassium silicate	potassium silicate	P	collected_name	0	collected_text_n			619
Prallethrin	prallethrin	P	collected_name	0	collected_text_n			620
Profenofos	profenofos	P	collected_name	0	collected_text_n			621
Profluthrin	profluthrin	P	collected_name	0	collected_text_n			622
Promacyl	promacyl	P	collected_name	0	collected_text_n			623
Promecarb	promecarb	P	collected_name	0	collected_text_n			624
Propaphos	propaphos	P	collected_name	0	collected_text_n			625
Propargite	propargite	P	collected_name	0	collected_text_n			626
Propetamphos	propetamphos	P	collected_name	0	collected_text_n			627
Propoxur	propoxur	P	collected_name	0	collected_text_n			628
Propylene oxide	propylene oxide	P	collected_name	0	collected_text_n			629
Prothidathion	prothidathion	P	collected_name	0	collected_text_n			630
Prothiofos	prothiofos	P	collected_name	0	collected_text_n			631
Prothoate	prothoate	P	collected_name	0	collected_text_n			632
Protrifenbute	protrifenbute	P	collected_name	0	collected_text_n			633
Pulegone	pulegone	P	collected_name	0	collected_text_n			634
Pyflubumide	pyflubumide	P	collected_name	0	collected_text_n			635
Pymetrozine	pymetrozine	P	collected_name	0	collected_text_n			636
Pyraclofos	pyraclofos	P	collected_name	0	collected_text_n			637
Pyrafluprole	pyrafluprole	P	collected_name	0	collected_text_n			638
Pyramat	pyramat	P	collected_name	0	collected_text_n			639
Pyridaben	pyridaben	P	collected_name	0	collected_text_n			640
Pyridafenthion	pyridafenthion	P	collected_name	0	collected_text_n			641
Pyridalyl	pyridalyl	P	collected_name	0	collected_text_n			642
Pyrifluquinazon	pyrifluquinazon	P	collected_name	0	collected_text_n			643
Pyrimidifen	pyrimidifen	P	collected_name	0	collected_text_n			644
Pyriminostrobin	pyriminostrobin	P	collected_name	0	collected_text_n			645
Pyriproxyfen	pyriproxyfen	P	collected_name	0	collected_text_n			646
QRD-460 Terpenoid blend	qrd-460 terpenoid blend	Q	collected_name	0	collected_text_n			647
Quassia amara wood extract	quassia amara wood extract	Q	collected_name	0	collected_text_n			648
Quassin	quassin	Q	collected_name	0	collected_text_n			649
Quillaic acid	quillaic acid	Q	collected_name	0	collected_text_n			650
Quinalphos	quinalphos	Q	collected_name	0	collected_text_n			651
Quinothion	quinothion	Q	collected_name	0	collected_text_n			652
Quintiofos	quintiofos	Q	collected_name	0	collected_text_n			653
Quwenzhi	quwenzhi	Q	collected_name	0	collected_text_n			654
Rapeseed oil	rapeseed oil	R	collected_name	0	collected_text_n			655
Renofluthrin	renofluthrin	R	collected_name	0	collected_text_n			656
Resmethrin	resmethrin	R	collected_name	0	collected_text_n			657
Rosemary oil	rosemary oil	R	collected_name	0	collected_text_n			658
Rosmarinic acid	rosmarinic acid	R	collected_name	0	collected_text_n			659
S-bioallethrin	s-bioallethrin	S	collected_name	0	collected_text_n			662
S-hydroprene	s-hydroprene	S	collected_name	0	collected_text_n			666
S-methoprene	s-methoprene	S	collected_name	0	collected_text_n			669
Sainfoin dried	sainfoin dried	S	collected_name	0	collected_text_n			660
Sanguinarine	sanguinarine	S	collected_name	0	collected_text_n			661
Schradan	schradan	S	collected_name	0	collected_text_n			663
Semiamitraz hydrochloride	semiamitraz hydrochloride	S	collected_name	0	collected_text_n			664
Sesame oil	sesame oil	S	collected_name	0	collected_text_n			665
Silafluofen	silafluofen	S	collected_name	0	collected_text_n			667
Silica	silica	S	collected_name	0	collected_text_n			668
Sodium cyanide	sodium cyanide	S	collected_name	0	collected_text_n			670
Sodium ferric EDTA	sodium ferric edta	S	collected_name	0	collected_text_n			671
Sodium hexafluorosilicate	sodium hexafluorosilicate	S	collected_name	0	collected_text_n			672
Sodium lauryl sulphate	sodium lauryl sulphate	S	collected_name	0	collected_text_n			673
Sodium metaborate	sodium metaborate	S	collected_name	0	collected_text_n			674
Sodium tetraborate pentahydrate	sodium tetraborate pentahydrate	S	collected_name	0	collected_text_n			675
Sodium tetrathiocarbonate	sodium tetrathiocarbonate	S	collected_name	0	collected_text_n			676
Sorbitan fatty acid esters	sorbitan fatty acid esters	S	collected_name	0	collected_text_n			677
Soybean oil	soybean oil	S	collected_name	0	collected_text_n			678
Spearmint oil	spearmint oil	S	collected_name	0	collected_text_n			679
Spidoxamat	spidoxamat	S	collected_name	0	collected_text_n			680
Spinetoram	spinetoram	S	collected_name	0	collected_text_n			681
Spinetoram J	spinetoram j	S	collected_name	0	collected_text_n			682
Spirobudifen	spirobudifen	S	collected_name	0	collected_text_n			683
Spirodiclofen	spirodiclofen	S	collected_name	0	collected_text_n			684
Spiromesifen	spiromesifen	S	collected_name	0	collected_text_n			685
Spiropidion	spiropidion	S	collected_name	0	collected_text_n			686
Spirotetramat	spirotetramat	S	collected_name	0	collected_text_n			687
Star anise oil	star anise oil	S	collected_name	0	collected_text_n			688
Strobane	strobane	S	collected_name	0	collected_text_n			689
Sucrose	sucrose	S	collected_name	0	collected_text_n			690
Sucrose octanoate	sucrose octanoate	S	collected_name	0	collected_text_n			691
Sulcofuron	sulcofuron	S	collected_name	0	collected_text_n			692
Sulcofuron-sodium	sulcofuron-sodium	S	collected_name	0	collected_text_n			693
Sulfiflumin	sulfiflumin	S	collected_name	0	collected_text_n			694
Sulfiram	sulfiram	S	collected_name	0	collected_text_n			695
Sulfluramid	sulfluramid	S	collected_name	0	collected_text_n			696
Sulfotep	sulfotep	S	collected_name	0	collected_text_n			697
Sulfoxaflor	sulfoxaflor	S	collected_name	0	collected_text_n			698
Sulfoxamyl	sulfoxamyl	S	collected_name	0	collected_text_n			699
Sulfuryl fluoride	sulfuryl fluoride	S	collected_name	0	collected_text_n			700
Sulphonated cod liver oil	sulphonated cod liver oil	S	collected_name	0	collected_text_n			701
Sulprofos	sulprofos	S	collected_name	0	collected_text_n			702
Sumithrin	sumithrin	S	collected_name	0	collected_text_n			703
Talc E553B	talc e553b	T	collected_name	0	collected_text_n			704
Tall oil, potassium salt	tall oil, potassium salt	T	collected_name	0	collected_text_n			705
Tartar emetic	tartar emetic	T	collected_name	0	collected_text_n			706
Tau-fluvalinate	tau-fluvalinate	T	collected_name	0	collected_text_n			707
Tebufenozide	tebufenozide	T	collected_name	0	collected_text_n			708
Tebufenpyrad	tebufenpyrad	T	collected_name	0	collected_text_n			709
Tebupirimfos	tebupirimfos	T	collected_name	0	collected_text_n			710
Teflubenzuron	teflubenzuron	T	collected_name	0	collected_text_n			711
Tefluthrin	tefluthrin	T	collected_name	0	collected_text_n			712
Temephos	temephos	T	collected_name	0	collected_text_n			713
Terallethrin	terallethrin	T	collected_name	0	collected_text_n			714
Terbufos	terbufos	T	collected_name	0	collected_text_n			715
Terpinolene	terpinolene	T	collected_name	0	collected_text_n			716
Tetrachlorvinphos	tetrachlorvinphos	T	collected_name	0	collected_text_n			717
Tetradifon	tetradifon	T	collected_name	0	collected_text_n			718
Tetraethyl pyrophosphate	tetraethyl pyrophosphate	T	collected_name	0	collected_text_n			719
Tetramethrin	tetramethrin	T	collected_name	0	collected_text_n			720
Tetramethylfluthrin	tetramethylfluthrin	T	collected_name	0	collected_text_n			721
Tetraniliprole	tetraniliprole	T	collected_name	0	collected_text_n			722
Tetrasul	tetrasul	T	collected_name	0	collected_text_n			723
Thallium sulphate	thallium sulphate	T	collected_name	0	collected_text_n			724
Theta-cypermethrin	theta-cypermethrin	T	collected_name	0	collected_text_n			725
Thiacloprid	thiacloprid	T	collected_name	0	collected_text_n			726
Thiamethoxam	thiamethoxam	T	collected_name	0	collected_text_n			727
Thiapronil	thiapronil	T	collected_name	0	collected_text_n			728
Thiocarboxime	thiocarboxime	T	collected_name	0	collected_text_n			729
Thiocyclam	thiocyclam	T	collected_name	0	collected_text_n			730
Thiocyclam hydrochloride	thiocyclam hydrochloride	T	collected_name	0	collected_text_n			731
Thiocyclam oxalate	thiocyclam oxalate	T	collected_name	0	collected_text_n			732
Thiodicarb	thiodicarb	T	collected_name	0	collected_text_n			733
Thiofanox	thiofanox	T	collected_name	0	collected_text_n			734
Thiometon	thiometon	T	collected_name	0	collected_text_n			735
Thionazin	thionazin	T	collected_name	0	collected_text_n			736
Thioquinox	thioquinox	T	collected_name	0	collected_text_n			737
Thiosultap	thiosultap	T	collected_name	0	collected_text_n			738
Thiosultap-disodium	thiosultap-disodium	T	collected_name	0	collected_text_n			739
Thiosultap-monosodium	thiosultap-monosodium	T	collected_name	0	collected_text_n			740
Thiourea	thiourea	T	collected_name	0	collected_text_n			741
Thymol	thymol	T	collected_name	0	collected_text_n			742
Tiapyrachlor	tiapyrachlor	T	collected_name	0	collected_text_n			743
Tiorantraniliprole	tiorantraniliprole	T	collected_name	0	collected_text_n			744
Tirpate	tirpate	T	collected_name	0	collected_text_n			745
Tolfenpyrad	tolfenpyrad	T	collected_name	0	collected_text_n			746
Tralocythrin	tralocythrin	T	collected_name	0	collected_text_n			747
Tralomethrin	tralomethrin	T	collected_name	0	collected_text_n			748
Tralopyril	tralopyril	T	collected_name	0	collected_text_n			749
Trans-verbenol	trans-verbenol	T	collected_name	0	collected_text_n			752
Transfluthrin	transfluthrin	T	collected_name	0	collected_text_n			750
Transpermethrin	transpermethrin	T	collected_name	0	collected_text_n			751
Triarathene	triarathene	T	collected_name	0	collected_text_n			753
Triazamate	triazamate	T	collected_name	0	collected_text_n			754
Triazophos	triazophos	T	collected_name	0	collected_text_n			755
Trichlorfon	trichlorfon	T	collected_name	0	collected_text_n			756
Trichloronate	trichloronate	T	collected_name	0	collected_text_n			757
Trifenmorph	trifenmorph	T	collected_name	0	collected_text_n			758
Trifenofos	trifenofos	T	collected_name	0	collected_text_n			759
Trifluenfuronate	trifluenfuronate	T	collected_name	0	collected_text_n			760
Triflumezopyrim	triflumezopyrim	T	collected_name	0	collected_text_n			761
Triflumuron	triflumuron	T	collected_name	0	collected_text_n			762
Trimedlure	trimedlure	T	collected_name	0	collected_text_n			763
Trimethacarb	trimethacarb	T	collected_name	0	collected_text_n			764
Trioxyflanilide	trioxyflanilide	T	collected_name	0	collected_text_n			765
Triprene	triprene	T	collected_name	0	collected_text_n			766
Tyclopyrazoflor	tyclopyrazoflor	T	collected_name	0	collected_text_n			767
Umifoxolaner	umifoxolaner	U	collected_name	0	collected_text_n			768
Urea	urea	U	collected_name	0	collected_text_n			769
Vamidothion	vamidothion	V	collected_name	0	collected_text_n			770
Verbenone	verbenone	V	collected_name	0	collected_text_n			771
Vinylfluthrin	vinylfluthrin	V	collected_name	0	collected_text_n			772
XMC	xmc	X	collected_name	0	collected_text_n			773
Xylylcarb	xylylcarb	X	collected_name	0	collected_text_n			774
Ylang ylang oil	ylang ylang oil	Y	collected_name	0	collected_text_n			775
Zeta-cypermethrin	zeta-cypermethrin	Z	collected_name	0	collected_text_n			776
(E)-2-(2-(2-(2,3-dichlorophenylamino)-6-trifluoromethylpyrimidin-4-yloxymethyl)phenyl)-3-methoxyacrylate	(e)-2-(2-(2-(2,3-dichlorophenylamino)-6-trifluoromethylpyrimidin-4-yloxymethyl)phenyl)-3-methoxyacrylate	misc	collected_name	0	collected_text_n			1
(E)-dec-5-enyl acetate	(e)-dec-5-enyl acetate	misc	collected_name	0	collected_text_n			2
(E)-dodec-8-enyl acetate	(e)-dodec-8-enyl acetate	misc	collected_name	0	collected_text_n			3
(E)-dodec-9-enyl acetate	(e)-dodec-9-enyl acetate	misc	collected_name	0	collected_text_n			4
(E)-methyl 2-[2-[[[(Z)[1-(3,5-bis(trifluoromethyl)phenyl)-1-methylthiomethylidene]amino]oxy]methyl]phenyl]-3-methoxyacrylate	(e)-methyl 2-[2-[[[(z)[1-(3,5-bis(trifluoromethyl)phenyl)-1-methylthiomethylidene]amino]oxy]methyl]phenyl]-3-methoxyacrylate	misc	collected_name	0	collected_text_n			5
(E)-tetradec-11-enyl acetate	(e)-tetradec-11-enyl acetate	misc	collected_name	0	collected_text_n			6
(R)-flufiprole	(r)-flufiprole	misc	collected_name	0	collected_text_n			7
(Z)-11-tetradecenyl acetate	(z)-11-tetradecenyl acetate	misc	collected_name	0	collected_text_n			8
(Z)-dodec-8-enyl acetate	(z)-dodec-8-enyl acetate	misc	collected_name	0	collected_text_n			9
(Z)-dodec-9-enyl acetate	(z)-dodec-9-enyl acetate	misc	collected_name	0	collected_text_n			10
(Z)-tetradec-9-enyl acetate	(z)-tetradec-9-enyl acetate	misc	collected_name	0	collected_text_n			11
1,2-dichlorobenzene	1,2-dichlorobenzene	misc	collected_name	0	collected_text_n			13
1,2-dichloropropane	1,2-dichloropropane	misc	collected_name	0	collected_text_n			14
1,2-octanediol	1,2-octanediol	misc	collected_name	0	collected_text_n			15
1,3-dichloropropene	1,3-dichloropropene	misc	collected_name	0	collected_text_n			16
1,4-dichlorobenzene	1,4-dichlorobenzene	misc	collected_name	0	collected_text_n			17
1-(4-chlorophenyl)-3-(2,6-dichlorobenzoyl)urea	1-(4-chlorophenyl)-3-(2,6-dichlorobenzoyl)urea	misc	collected_name	0	collected_text_n			12
1-dodecanol	1-dodecanol	misc	collected_name	0	collected_text_n			20
11-tetradecenal	11-tetradecenal	misc	collected_name	0	collected_text_n			18
11-tetradecenol	11-tetradecenol	misc	collected_name	0	collected_text_n			19
2-(octylthio)ethanol	2-(octylthio)ethanol	misc	collected_name	0	collected_text_n			21
4-allylanisole	4-allylanisole	misc	collected_name	0	collected_text_n			22
8-dodecenol	8-dodecenol	misc	collected_name	0	collected_text_n			23
